,ndc_description,ndc_description_agg,score
797,CANDESARTAN-HYDROCHLOROTHIAZIDE 32-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
798,VERAPAMIL ER 120MG CAPSULE,,-1
799,LISINOPRIL 5MG TABLET,,-1
800,RIZATRIPTAN 5MG TABLET,,-1
801,LEVOTHYROXINE 137MCG TABLET,,-1
802,URSODIOL 250MG TABLET,,-1
803,FLUOCINONIDE 0.05% GEL,FLUOCINONIDE 0.05% TOPICAL,89
804,SM STOMACH RELIEF CAPLET,,-1
805,AMOX-CLAV 875-125MG TABLET,,-1
806,SULFAMETHOXAZOLE-TMP DS TABLET,,-1
807,VENLAFAXINE HCL ER 37.5MG CAP,,-1
808,CICLOPIROX 0.77% GEL,CICLOPIROX 0.77% TOPICAL,88
809,TIMOLOL MALEATE 0.5% EYE DROPS,,-1
810,PHENTERMINE 30MG CAPSULE,,-1
811,CLONAZEPAM 2MG TABLET,,-1
812,FLUOCINOLONE 0.025% CREAM,FLUOCINOLONE ACETONIDE 0.025% TOPICAL,86
813,DIVIGEL 0.25MG GEL PACKET,,-1
814,ABILIFY MAINTENA ER 400MG SYRINGE,,-1
815,CRESEMBA 186MG CAPSULE,,-1
816,ATORVASTATIN 20MG TABLET,,-1
817,HALOPERIDOL 1MG TABLET,HALOPERIDOL 1MG ORAL,86
818,MELOXICAM 7.5MG TABLET,MELOXICAM 7.5MG ORAL,86
819,TRAZODONE 50MG TABLET,,-1
820,HYDROCODONE-ACETAMINOPHEN 10-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,86
821,FINASTERIDE 5MG TABLET,FINASTERIDE 5MG ORAL,86
822,FELODIPINE ER 10MG TABLET,FELODIPINE 10MG ORAL,86
823,EPINASTINE HCL 0.05% EYE DROPS,,-1
824,CORLANOR 7.5MG TABLET,,-1
825,TRIAMCINOLONE 0.1% OINTMENT,,-1
826,OLANZAPINE ODT 5MG TABLET,,-1
827,HYDROCHLOROTHIAZIDE 50MG TABLET,HYDROCHLOROTHIAZIDE 50MG ORAL,91
828,FLUDROCORTISONE 0.1MG TABLET,FLUDROCORTISONE ACETATE 0.1MG ORAL,86
829,FELODIPINE ER 10MG TABLET,FELODIPINE 10MG ORAL,86
830,LAMOTRIGINE 200MG TABLET,LAMOTRIGINE 200MG ORAL,87
831,FYAVOLV 1MG-5MCG TABLET,,-1
832,OXYCODONE-ACETAMINOPHEN 7.5-325MG TABLET,OXYCODONE AND ACETAMINOPHEN 325MG;7.5MG ORAL,87
833,EZETIMIBE-SIMVASTATIN 10-20MG,EZETIMIBE AND SIMVASTATIN 10MG;20MG ORAL,95
834,ALPRAZOLAM 0.5MG TABLET,ALPRAZOLAM 0.5MG ORAL,86
835,OMEPRAZOLE DR 20MG CAPSULE,OMEPRAZOLE 20MG ORAL,86
836,MUCINEX COUGH MINI-MELT PACK,,-1
837,QUETIAPINE FUMARATE 400MG TABLET,QUETIAPINE FUMARATE EQ 400MG BASE ORAL,88
838,SE-TAN PLUS CAPSULE,,-1
839,IMIPRAMINE PAMOATE 75MG CAP,IMIPRAMINE PAMOATE EQ 75MG HYDROCHLORIDE ORAL,92
840,APREPITANT 40MG CAPSULE,APREPITANT 40MG ORAL,86
841,LOVASTATIN 10MG TABLET,LOVASTATIN 10MG ORAL,86
842,RISPERIDONE 2MG TABLET,RISPERIDONE 2MG ORAL,86
843,SILDENAFIL 100MG TABLET,,-1
844,AMLODIPINE-BENAZEPRIL 10-20MG,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 5MG BASE;20MG ORAL,95
845,RIZATRIPTAN 5MG TABLET,,-1
846,NORTRIPTYLINE HCL 50MG CAP,,-1
847,COPAXONE 20MG/ML SYRINGE,,-1
848,SPIRONOLACTONE 25MG TABLET,SPIRONOLACTONE 25MG ORAL,88
849,DEXAMETHASONE 4MG TABLET,DEXAMETHASONE 4MG ORAL,87
850,CAPTOPRIL 12.5MG TABLET,CAPTOPRIL 12.5MG ORAL,86
851,ACYCLOVIR 800MG TABLET,ACYCLOVIR 800MG ORAL,86
852,"JANUMET XR 50-1,000MG TABLET",,-1
853,GLIMEPIRIDE 4MG TABLET,GLIMEPIRIDE 4MG ORAL,86
854,SM LORATADINE 10MG TABLET,LORATADINE 10MG ORAL,86
855,GUANFACINE 1MG TABLET,,-1
856,OLANZAPINE ODT 5MG TABLET,,-1
857,ATORVASTATIN 40MG TABLET,,-1
858,MORPHINE SULFATE ER 20MG CAP,MORPHINE SULFATE 20MG ORAL,89
859,ROPINIROLE HCL 5MG TABLET,,-1
860,CARISOPRODOL 350MG TABLET,CARISOPRODOL 350MG ORAL,88
861,METOPROLOL TARTRATE 50MG TABLET,METOPROLOL TARTRATE 50MG ORAL,91
862,RALOXIFENE HCL 60MG TABLET,,-1
863,MINASTRIN 24 FE CHEWABLE TABLET,,-1
864,HM PAIN RELIEVER 325MG TABLET,,-1
865,BUPROPION HCL SR 100MG TABLET,,-1
866,AMANTADINE 100MG CAPSULE,,-1
867,AMLODIPINE-OLMESARTAN 5-20MG,AMLODIPINE AND OLMESARTAN MEDOXOMIL EQ 5MG BASE;20MG ORAL,96
868,OXYCONTIN ER 40MG TABLET,,-1
869,QUETIAPINE FUMARATE 25MG TABLET,QUETIAPINE FUMARATE EQ 25MG BASE ORAL,87
870,MIDODRINE HCL 5MG TABLET,,-1
871,TRIAMCINOLONE 0.1% CREAM,,-1
872,CEPHALEXIN 250MG CAPSULE,,-1
873,HM ACID REDUCER 75MG TABLET,,-1
874,FENTANYL 37.5MCG/HR PATCH,FENTANYL-37 37.5MCG/HR TRANSDERMAL,86
875,METHYLPHENIDATE 5MG TABLET,,-1
876,"JENTADUETO 2.5MG-1,000MG TABLET",,-1
877,"METFORMIN HCL 1,000MG TABLET",,-1
878,VALSARTAN-HYDROCHLOROTHIAZIDE 320-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
879,ODEFSEY TABLET,,-1
880,SF 5000 PLUS CREAM,,-1
881,NICOTINE 4MG CHEWING GUM,,-1
882,LEVETIRACETAM 250MG TABLET,LEVETIRACETAM 250MG ORAL,88
883,DIVALPROEX SOD ER 250MG TABLET,,-1
884,MEMANTINE HCL 10MG TABLET,,-1
885,FOLIC ACID 1MG TABLET,,-1
886,TAZAROTENE 0.1% CREAM,,-1
887,FENTANYL 25MCG/HR PATCH,,-1
888,TELMISARTAN 40MG TABLET,TELMISARTAN 40MG ORAL,86
889,LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
890,DEXTROAMPHETAMINE 5MG/5ML,DEXTROAMPHETAMINE SULFATE 5MG/5ML ORAL,100
891,FINASTERIDE 5MG TABLET,FINASTERIDE 5MG ORAL,86
892,SOTALOL AF 80MG TABLET,,-1
893,CELONTIN 300MG KAPSEAL,,-1
894,CARISOPRODOL 350MG TABLET,CARISOPRODOL 350MG ORAL,88
895,LISINOPRIL-HYDROCHLOROTHIAZIDE 20-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
896,DICLOFENAC SOD EC 75MG TABLET,,-1
897,HM NICOTINE 4MG CHEWING GUM,,-1
898,LEXAPRO 20MG TABLET,,-1
899,PRAMIPEXOLE 0.25MG TABLET,,-1
900,MORPHINE SULFATE ER 60MG CAP,MORPHINE SULFATE 60MG ORAL,89
901,ARMODAFINIL 250MG TABLET,ARMODAFINIL 250MG ORAL,87
902,FLUTICASONE PROP 50MCG SPRAY,,-1
903,PHENYTOIN SOD EXT 100MG CAP,,-1
904,ORTHO MICRONOR 0.35MG TABLET,,-1
905,ITRACONAZOLE 100MG CAPSULE,ITRACONAZOLE 100MG ORAL,88
906,GLIPIZIDE 5MG TABLET,,-1
907,LAMOTRIGINE 100MG TABLET,LAMOTRIGINE 100MG ORAL,87
908,PROMETHAZINE 50MG TABLET,,-1
909,PHENYTOIN SOD EXT 100MG CAP,,-1
910,CLOPIDOGREL 75MG TABLET,,-1
911,IRBESARTAN 300MG TABLET,IRBESARTAN 300MG ORAL,86
912,GS PAIN RELIEF 500MG CAPLET,,-1
913,WARFARIN SODIUM 2.5MG TABLET,WARFARIN SODIUM 2.5MG ORAL,89
914,EXEMESTANE 25MG TABLET,EXEMESTANE 25MG ORAL,86
915,DEXMETHYLPHENIDATE ER 5MG CAP,DEXMETHYLPHENIDATE HYDROCHLORIDE 5MG ORAL,86
916,LEVETIRACETAM 250MG TABLET,LEVETIRACETAM 250MG ORAL,88
917,MORPHINE SULFATE IR 30MG TABLET,MORPHINE SULFATE 30MG ORAL,89
918,FLAVOXATE HCL 100MG TABLET,,-1
919,MONTELUKAST SOD 5MG TAB CHEWABLE,,-1
920,DEXTROAMP-AMPHETAMIN 15MG TABLET,,-1
921,BROMPHENIR-PSEUDOEPHED-DM SYRINGE,,-1
922,BALSALAZIDE DISODIUM 750MG CP,BALSALAZIDE DISODIUM 750MG ORAL,95
923,RANITIDINE 75MG TABLET,,-1
924,PROPRANOLOL ER 80MG CAPSULE,,-1
925,ETHACRYNIC ACID 25MG TABLET,ETHACRYNIC ACID 25MG ORAL,89
926,CIPROFLOXACIN HCL 500MG TABLET,,-1
927,ADAPALENE 0.3% GEL,ADAPALENE 0.3% TOPICAL,87
928,MONTELUKAST SOD 4MG TAB CHEWABLE,,-1
929,TRAMADOL-ACETAMINOPHEN 37.5-325MG TABLET,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN 325MG;37.5MG ORAL,87
930,PALIPERIDONE ER 6MG TABLET,PALIPERIDONE 6MG ORAL,86
931,ISOSORBIDE MONONIT ER 30MG TB,,-1
932,QC IBUPROFEN 100MG/5ML SUSP,IBUPROFEN 100MG/5ML ORAL,88
933,RITALIN LA 30MG CAPSULE,RITALIN LA 30MG ORAL,86
934,POTASSIUM CL ER 10 MEQ TABLET,,-1
935,DONEPEZIL HCL 5MG TABLET,,-1
936,METFORMIN HCL ER 500MG TABLET,,-1
937,CLINDAMYCIN PHOS 1% PLEDGET,,-1
938,LAMOTRIGINE 100MG TABLET,LAMOTRIGINE 100MG ORAL,87
939,NORTRIPTYLINE HCL 25MG CAP,,-1
940,TOPIRAMATE 50MG TABLET,TOPIRAMATE 50MG ORAL,86
941,MELOXICAM 15MG TABLET,,-1
942,HM INFANT PAIN-FEVER 160MG/5,,-1
943,CIPROFLOXACIN HCL 250MG TABLET,,-1
944,MODAFINIL 200MG TABLET,MODAFINIL 200MG ORAL,86
945,TELMISARTAN 20MG TABLET,TELMISARTAN 20MG ORAL,86
946,MIRTAZAPINE 45MG TABLET,MIRTAZAPINE 45MG ORAL,86
947,ARIPIPRAZOLE 2MG TABLET,ARIPIPRAZOLE 2MG ORAL,86
948,MEMANTINE HCL 10MG TABLET,,-1
949,PROPRANOLOL ER 120MG CAPSULE,,-1
950,CAPTOPRIL 50MG TABLET,,-1
951,GABAPENTIN 100MG CAPSULE,GABAPENTIN 100MG ORAL,86
952,VYTORIN 10-20MG TABLET,,-1
953,ADAPALENE 0.3% GEL PUMP,,-1
954,GLIPIZIDE 5MG TABLET,,-1
955,HM ARTHRIT PAIN RLF ER 650MG,,-1
956,DOXYCYCLINE HYCLATE 100MG CAP,DOXYCYCLINE HYCLATE EQ 100MG BASE ORAL,93
957,TRAMADOL HCL ER 300MG TABLET,,-1
958,PINK BISMUTH CAPLET,,-1
959,PAIN RELIEF SINUS PE CAPLET,,-1
960,BUDESONIDE EC 3MG CAPSULE,,-1
961,SILENOR 6MG TABLET,,-1
962,CLONAZEPAM 1MG TABLET,,-1
963,TRIFLUOPERAZINE 1MG TABLET,,-1
964,BUPROPION HCL SR 150MG TABLET,,-1
965,SALSALATE 750MG TABLET,,-1
966,CITRANATAL B-CALM COMBO PACK,,-1
967,VELTASSA 16.8 GM POWDER PACKET,,-1
968,SOLU-CORTEF 100MG VIAL,SOLU-CORTEF EQ 100MG BASE/VIAL INJECTION,100
969,CANDESARTAN CILEXETIL 8MG TABLET,CANDESARTAN CILEXETIL 8MG ORAL,91
970,FLUTICASONE PROP 0.005% OINT,,-1
971,VIRT-GARD TABLET,,-1
972,ONDANSETRON 4MG/5ML SOLUTION,ONDANSETRON 4MG ORAL,86
973,NAPROXEN 250MG TABLET,,-1
974,CLOBETASOL 0.05% OINTMENT,,-1
975,SULFACETAMIDE 10% EYE DROPS,,-1
976,WARFARIN SODIUM 1MG TABLET,WARFARIN SODIUM 1MG ORAL,88
977,BUTALBITAL COMP-CODEINE #3 CAP,,-1
978,ESOMEPRAZOLE MAG DR 40MG CAP,,-1
979,CARVEDILOL 6.25MG TABLET,CARVEDILOL 6.25MG ORAL,87
980,CLONAZEPAM 0.25MG ODT,CLONAZEPAM 0.25MG ORAL,89
981,ETODOLAC 200MG CAPSULE,,-1
982,ZONISAMIDE 100MG CAPSULE,ZONISAMIDE 100MG ORAL,86
983,AMBIEN 10MG TABLET,,-1
984,ACARBOSE 50MG TABLET,,-1
985,HYDROXYZINE PAM 50MG CAP,,-1
986,LIDOCAINE PAIN RELIEF 4% PATCH,,-1
987,NORTRIPTYLINE HCL 75MG CAP,,-1
988,FENOFIBRATE 48MG TABLET,FENOFIBRATE 48MG ORAL,86
989,GALANTAMINE HBR 12MG TABLET,,-1
990,LEVETIRACETAM 100MG/ML SOLUTION,LEVETIRACETAM 100MG/ML ORAL,90
991,TESTOSTERONE 25MG/2.5 GM PKT,,-1
992,CHLORPROMAZINE 100MG TABLET,,-1
993,TRIAMCINOLONE 0.025% CREAM,TRIAMCINOLONE ACETONIDE 0.025% TOPICAL,86
994,SM NAPROXEN SOD 220MG CAPLET,,-1
995,REPAGLINIDE 0.5MG TABLET,REPAGLINIDE 0.5MG ORAL,87
996,HM PAIN RELIEF 500MG CAPLET,,-1
997,POTASSIUM CL ER 10 MEQ TABLET,,-1
998,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
