,ndc_description,ndc_description_agg,score
787,LIDOCAINE-PRILOCAINE CREAM,LIDOCAINE AND PRILOCAINE 2.5%;2.5% TOPICAL,87
788,FLUOCINOLONE 0.025% OINTMENT,,-1
789,EPLERENONE 50MG TABLET,EPLERENONE 50MG ORAL,86
790,LEVETIRACETAM 750MG TABLET,LEVETIRACETAM 750MG ORAL,88
791,PRAMIPEXOLE 0.25MG TABLET,,-1
792,COLESEVELAM HCL 3.75 G PACKET,,-1
793,MIRTAZAPINE 45MG TABLET,MIRTAZAPINE 45MG ORAL,86
794,LABETALOL HCL 300MG TABLET,,-1
795,FLUVASTATIN SODIUM 40MG CAP,FLUVASTATIN SODIUM EQ 40MG BASE ORAL,92
796,CHOLESTYRAMINE PACKET,CHOLESTYRAMINE EQ 4GM RESIN/PACKET ORAL,100
797,GABAPENTIN 800MG TABLET,GABAPENTIN 800MG ORAL,86
798,LATUDA 40MG TABLET,,-1
799,DHS ZINC 2% SHAMPOO,,-1
800,LITHIUM CARBONATE 150MG CAP,LITHIUM CARBONATE 150MG ORAL,92
801,ONDANSETRON HCL 8MG TABLET,ONDANSETRON 8MG ORAL,86
802,MEDROXYPROGESTERONE 10MG TABLET,MEDROXYPROGESTERONE ACETATE 10MG ORAL,87
803,VALGANCICLOVIR 450MG TABLET,,-1
804,METHYLPHENIDATE CD 60MG CAP,,-1
805,VALSARTAN-HYDROCHLOROTHIAZIDE 80-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
806,LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
807,CICLOPIROX 1% SHAMPOO,,-1
808,LAMOTRIGINE 200MG TABLET,LAMOTRIGINE 200MG ORAL,87
809,VENLAFAXINE HCL ER 37.5MG CAP,,-1
810,ACETAMINOPHEN-COD #3 TABLET,,-1
811,OLANZAPINE 10MG TABLET,OLANZAPINE 10MG ORAL,86
812,MORPHINE SULF ER 30MG TABLET,,-1
813,IMITREX 100MG TABLET,,-1
814,MIRTAZAPINE 30MG TABLET,MIRTAZAPINE 30MG ORAL,86
815,GLIMEPIRIDE 2MG TABLET,GLIMEPIRIDE 2MG ORAL,86
816,JINTELI 1MG-5MCG TABLET,,-1
817,RENVELA 2.4 GM POWDER PACKET,RENVELA 2.4GM/PACKET ORAL,87
818,BICALUTAMIDE 50MG TABLET,BICALUTAMIDE 50MG ORAL,87
819,DEXMETHYLPHENIDATE 10MG TABLET,DEXMETHYLPHENIDATE HYDROCHLORIDE 10MG ORAL,87
820,HYDROCODONE-ACETAMINOPHEN 5-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,87
821,FLUOCINONIDE-E 0.05% CREAM,,-1
822,VALSARTAN 320MG TABLET,VALSARTAN 320MG ORAL,86
823,CLOZAPINE 50MG TABLET,,-1
824,LOVASTATIN 40MG TABLET,LOVASTATIN 40MG ORAL,86
825,TACROLIMUS 0.1% OINTMENT,,-1
826,TESTOSTERONE CYP 200MG/ML,DEPO-TESTOSTERONE 200MG/ML INJECTION,91
827,CYCLAFEM 1-35-28 TABLET,,-1
828,OXYCONTIN ER 60MG TABLET,,-1
829,TELMISARTAN 40MG TABLET,TELMISARTAN 40MG ORAL,86
830,CLOTRIMAZOLE 1% SOLUTION,,-1
831,IBUPROFEN 200MG TABLET,IBUPROFEN 200MG ORAL,86
832,CLOZAPINE 25MG TABLET,,-1
833,DOXYCYCLINE HYC DR 150MG TABLET,,-1
834,LANSOPRAZOLE DR 15MG CAPSULE,LANSOPRAZOLE 15MG ORAL,87
835,PRAMIPEXOLE 1MG TABLET,,-1
836,QC HEMORRHOIDAL OINTMENT,,-1
837,ENALAPRIL MALEATE 2.5MG TABLET,ENALAPRIL MALEATE 2.5MG ORAL,90
838,PHENTERMINE 37.5MG TABLET,,-1
839,BACLOFEN 10MG TABLET,,-1
840,ONDANSETRON HCL 4MG TABLET,ONDANSETRON 4MG ORAL,86
841,DESIPRAMINE 50MG TABLET,,-1
842,SAVELLA 25MG TABLET,,-1
843,OCELLA 3MG-0.03MG TABLET,,-1
844,MIRTAZAPINE 30MG TABLET,MIRTAZAPINE 30MG ORAL,86
845,ALBUTEROL 5MG/ML SOLUTION,,-1
846,CEFPROZIL 250MG/5ML SUSP,CEFPROZIL 250MG/5ML ORAL,88
847,AMITRIPTYLINE HCL 50MG TABLET,,-1
848,"NYSTATIN 100,000 UNIT/GM POWD",,-1
849,MODAFINIL 200MG TABLET,MODAFINIL 200MG ORAL,86
850,NAPROXEN 500MG TABLET,,-1
851,PIOGLITAZONE-METFORMIN 15-850,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE 500MG;EQ 15MG BASE ORAL,86
852,MORPHINE SULF ER 15MG TABLET,,-1
853,MONTELUKAST SOD 5MG TAB CHEWABLE,,-1
854,NIFEDIPINE 20MG CAPSULE,NIFEDIPINE 20MG ORAL,86
855,GABAPENTIN 800MG TABLET,GABAPENTIN 800MG ORAL,86
856,CITALOPRAM HBR 40MG TABLET,,-1
857,CHILD'S MUCINEX COLD-FEVER LIQ,,-1
858,ATORVASTATIN 80MG TABLET,,-1
859,ESTRADIOL 10MCG VAGINAL INSRT,ESTRADIOL 10MCG VAGINAL,100
860,"NYSTATIN 100,000 UNIT/GM POWD",,-1
861,GABAPENTIN 400MG CAPSULE,GABAPENTIN 400MG ORAL,86
862,CARVEDILOL 12.5MG TABLET,CARVEDILOL 12.5MG ORAL,87
863,FENTORA 600MCG BUCCAL TABLET,,-1
864,KETOROLAC 60MG/2ML VIAL,,-1
865,VESICARE 5MG TABLET,,-1
866,MEMANTINE HCL ER 28MG CAPSULE,,-1
867,BENZTROPINE MES 0.5MG TABLET,,-1
868,ALPRAZOLAM 2MG TABLET,,-1
869,CLOBETASOL PROP 0.05% FOAM,,-1
870,DULOXETINE HCL DR 20MG CAP,,-1
871,NATEGLINIDE 120MG TABLET,NATEGLINIDE 120MG ORAL,87
872,CLONIDINE HCL 0.1MG TABLET,,-1
873,COLESTIPOL HCL GRANULES PACKET,,-1
874,GUAIFENESIN-PSE ER 600-60MG,,-1
875,AMLODIPINE BESYLATE 10MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
876,FLUCONAZOLE 200MG TABLET,FLUCONAZOLE 200MG ORAL,87
877,METHYLPHENIDATE ER(CD) 10MG CP,,-1
878,VORICONAZOLE 200MG TABLET,VORICONAZOLE 200MG ORAL,88
879,TRIAMTERENE-HYDROCHLOROTHIAZIDE 37.5-25MG TB,TRIAMTERENE AND HYDROCHLOROTHIAZIDE 25MG;37.5MG ORAL,94
880,GAS-X EXTRA STRENGTH SOFTGEL,,-1
881,COMBIGAN 0.2%-0.5% EYE DROPS,,-1
882,DEXTROAMP-AMPHETAMIN 30MG TABLET,,-1
883,"NIACIN ER 1,000MG TABLET",,-1
884,OSELTAMIVIR PHOS 75MG CAPSULE,,-1
885,MYCOPHENOLATE 250MG CAPSULE,,-1
886,METFORMIN HCL 850MG TABLET,,-1
887,TRAMADOL HCL ER 200MG TABLET,,-1
888,LORATADINE-D 12 HOUR TABLET,,-1
889,CEFDINIR 125MG/5ML SUSP,CEFDINIR 125MG/5ML ORAL,88
890,QUETIAPINE FUMARATE 400MG TABLET,QUETIAPINE FUMARATE EQ 400MG BASE ORAL,88
891,ALLOPURINOL 100MG TABLET,ALLOPURINOL 100MG ORAL,87
892,BUPRENORPHINE 5MCG/HR PATCH,BUPRENORPHINE 5MCG/HR TRANSDERMAL,88
893,OLOPATADINE HCL 0.1% EYE DROPS,,-1
894,NEVIRAPINE ER 400MG TABLET,NEVIRAPINE 400MG ORAL,86
895,PRAZOSIN 2MG CAPSULE,,-1
896,CLOBETASOL 0.05% CREAM,,-1
897,CARBAMAZEPINE 200MG TABLET,CARBAMAZEPINE 200MG ORAL,88
898,TIMOLOL MALEATE 0.25% EYE DROP,,-1
899,DEPAKOTE ER 500MG TABLET,,-1
900,ZOLMITRIPTAN 5MG ODT,ZOLMITRIPTAN 2.5MG ORAL,89
901,"INVOKAMET 50-1,000MG TABLET",,-1
902,IPRATROPIUM BR 0.02% SOLUTION,,-1
903,GLIMEPIRIDE 2MG TABLET,GLIMEPIRIDE 2MG ORAL,86
904,LOSARTAN-HYDROCHLOROTHIAZIDE 100-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
905,BUPROPION HCL XL 300MG TABLET,,-1
906,LORAZEPAM 2MG TABLET,,-1
907,GS ASPIRIN 325MG TABLET,,-1
908,VENLAFAXINE HCL 100MG TABLET,,-1
909,PROTRIPTYLINE HCL 10MG TABLET,,-1
910,TRETINOIN 0.025% CREAM,,-1
911,LANSOPRAZOLE DR 15MG CAPSULE,LANSOPRAZOLE 15MG ORAL,87
912,NITROSTAT 0.6MG TABLET SUB-LINGUAL,,-1
913,GABAPENTIN 100MG CAPSULE,GABAPENTIN 100MG ORAL,86
914,CLONAZEPAM 0.125MG DIS TABLET,CLONAZEPAM 0.125MG ORAL,88
915,SERTRALINE HCL 100MG TABLET,,-1
916,LEVETIRACETAM 750MG TABLET,LEVETIRACETAM 750MG ORAL,88
917,CLOBETASOL 0.05% OINTMENT,,-1
918,DESMOPRESSIN ACETATE 0.2MG TB,DESMOPRESSIN ACETATE 0.2MG ORAL,95
919,LANSOPRAZOLE DR 30MG CAPSULE,LANSOPRAZOLE 30MG ORAL,87
920,ARIPIPRAZOLE 10MG TABLET,ARIPIPRAZOLE 10MG ORAL,87
921,HM ISOPROPYL ALCOHOL 70%,,-1
922,PRAMIPEXOLE 0.125MG TABLET,,-1
923,COMBIGAN 0.2%-0.5% EYE DROPS,,-1
924,EXFORGE 10-160MG TABLET,,-1
925,ARIPIPRAZOLE 5MG TABLET,ARIPIPRAZOLE 5MG ORAL,86
926,ASPIRIN 81MG CHEWABLE TABLET,,-1
927,CAMILA 0.35MG TABLET,,-1
928,NORTREL 0.5-35-28 TABLET,,-1
929,GLIPIZIDE 10MG TABLET,,-1
930,LINDANE 1% SHAMPOO,,-1
931,BUDESONIDE 32MCG NASAL SPRAY,BUDESONIDE 0.032MG/SPRAY NASAL,93
932,GABAPENTIN 100MG CAPSULE,GABAPENTIN 100MG ORAL,86
933,ROPINIROLE HCL 1MG TABLET,,-1
934,CARVEDILOL 6.25MG TABLET,CARVEDILOL 6.25MG ORAL,87
935,VENLAFAXINE HCL 50MG TABLET,,-1
936,ALL DAY ALLERGY 10MG TABLET,,-1
937,DORYX MPC DR 120MG TABLET,,-1
938,OLANZAPINE ODT 15MG TABLET,OLANZAPINE 15MG ORAL,86
939,LAMOTRIGINE 150MG TABLET,LAMOTRIGINE 150MG ORAL,87
940,BUTORPHANOL 10MG/ML SPRAY,,-1
941,VIGAMOX 0.5% EYE DROPS,,-1
942,METRONIDAZOLE 250MG TABLET,METRONIDAZOLE 250MG ORAL,88
943,ETHOSUXIMIDE 250MG CAPSULE,ETHOSUXIMIDE 250MG ORAL,88
944,SILDENAFIL 20MG TABLET,,-1
945,IBUPROFEN 200MG TABLET,IBUPROFEN 200MG ORAL,86
946,YASMIN 28 TABLET,,-1
947,BACLOFEN 20MG TABLET,,-1
948,OSMOPREP TABLET,,-1
949,DEXTROAMPHETAMINE ER 5MG CAP,DEXTROAMPHETAMINE SULFATE 5MG ORAL,86
950,LEVOTHYROXINE 88MCG TABLET,,-1
951,MIRTAZAPINE 30MG TABLET,MIRTAZAPINE 30MG ORAL,86
952,STOMACH RELIEF 262MG/15ML,,-1
953,CLONAZEPAM 1MG TABLET,,-1
954,AMITRIPTYLINE HCL 10MG TABLET,,-1
955,AMETHIA LO TABLET,,-1
956,LOSARTAN POTASSIUM 100MG TABLET,LOSARTAN POTASSIUM 100MG ORAL,91
957,FLUOXETINE HCL 10MG CAPSULE,,-1
958,ALLERGY-CONGESTION RLF 12H TABLET,,-1
959,DONEPEZIL HCL 10MG TABLET,,-1
960,GABAPENTIN 600MG TABLET,GABAPENTIN 600MG ORAL,86
961,DONEPEZIL HCL 5MG TABLET,,-1
962,MONTELUKAST SOD 5MG TAB CHEWABLE,,-1
963,LEVOTHYROXINE 200MCG TABLET,,-1
964,HYDROMORPHONE 5MG/5ML SOLUTION,,-1
965,ARIPIPRAZOLE 2MG TABLET,ARIPIPRAZOLE 2MG ORAL,86
966,TERAZOSIN 10MG CAPSULE,,-1
967,PROPRANOLOL 10MG TABLET,,-1
968,OXYCODONE HCL 30MG TABLET,,-1
969,RYTARY ER 61.25MG-245MG CAP,RYTARY 61.25MG;245MG ORAL,89
970,HYDROCODONE-ACETAMINOPHEN 5-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,87
971,QC CHILD PAIN RLF 160MG/5ML,,-1
972,DOXAZOSIN MESYLATE 1MG TABLET,DOXAZOSIN MESYLATE EQ 1MG BASE ORAL,86
973,ATORVASTATIN 80MG TABLET,,-1
974,EZETIMIBE-SIMVASTATIN 10-80MG,EZETIMIBE AND SIMVASTATIN 10MG;80MG ORAL,95
975,PAROXETINE HCL 10MG TABLET,,-1
976,ACAMPROSATE CALC DR 333MG TABLET,,-1
977,VANCOMYCIN HCL 250MG CAPSULE,,-1
978,FELBAMATE 600MG TABLET,FELBAMATE 600MG ORAL,86
979,MYCOPHENOLATE 500MG TABLET,,-1
980,TOPIRAMATE 200MG TABLET,TOPIRAMATE 200MG ORAL,86
981,VESICARE 10MG TABLET,,-1
982,SIMVASTATIN 40MG TABLET,SIMVASTATIN 40MG ORAL,86
983,CELECOXIB 50MG CAPSULE,,-1
984,INDOMETHACIN 25MG CAPSULE,INDOMETHACIN 25MG ORAL,87
985,CALLERGY CLEAR LOTION,,-1
986,DEXTROAMP-AMPHETAM 12.5MG TABLET,,-1
987,HYDROCODONE-ACETAMINOPHEN 10-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,86
988,TOPIRAMATE 200MG TABLET,TOPIRAMATE 200MG ORAL,86
989,NAPROXEN SODIUM 220MG TABLET,NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE EQ 220MG BASE;120MG ORAL,86
990,NORETHINDRONE 5MG TABLET,,-1
991,MONTELUKAST SOD 10MG TABLET,,-1
992,BUPROPION HCL XL 300MG TABLET,,-1
993,LORATADINE 10MG TABLET,LORATADINE 10MG ORAL,86
994,CELECOXIB 400MG CAPSULE,CELECOXIB 400MG ORAL,86
995,OLMESARTAN MEDOXOMIL 5MG TABLET,OLMESARTAN MEDOXOMIL 5MG ORAL,91
996,AUBRA EQ-28 TABLET,,-1
997,GUANFACINE HCL ER 2MG TABLET,,-1
998,ARIPIPRAZOLE 30MG TABLET,ARIPIPRAZOLE 30MG ORAL,87
999,LOSARTAN POTASSIUM 100MG TABLET,LOSARTAN POTASSIUM 100MG ORAL,91
