,ndc_description,ndc_description_agg,score
782,SKELAXIN 800MG TABLET,,-1
783,DEPO-TESTOSTERONE 200MG/ML,DEPO-TESTOSTERONE 200MG/ML INJECTION,100
784,BISOPROLOL-HYDROCHLOROTHIAZIDE 10-6.25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
785,DESMOPRESSIN ACETATE 0.2MG TB,DESMOPRESSIN ACETATE 0.2MG ORAL,95
786,PAROXETINE HCL 10MG TABLET,,-1
787,ZOLPIDEM TART ER 12.5MG TABLET,,-1
788,DOXYCYCLINE MONO 100MG CAP,,-1
789,OXYCODONE HCL 10MG TABLET,,-1
790,ARIPIPRAZOLE 2MG TABLET,ARIPIPRAZOLE 2MG ORAL,86
791,THIOTHIXENE 10MG CAPSULE,THIOTHIXENE 10MG ORAL,86
792,FEXOFENADINE HCL 180MG TABLET,,-1
793,TACROLIMUS 0.03% OINTMENT,,-1
794,PRAMIPEXOLE 1MG TABLET,,-1
795,ATOMOXETINE HCL 80MG CAPSULE,,-1
796,BUSPIRONE HCL 5MG TABLET,,-1
797,VALSARTAN-HYDROCHLOROTHIAZIDE 80-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
798,CYMBALTA 60MG CAPSULE,,-1
799,"NYSTATIN 100,000 UNIT/GM POWD",,-1
800,FLUCONAZOLE 100MG TABLET,FLUCONAZOLE 100MG ORAL,87
801,LEVO-T 150MCG TABLET,,-1
802,NIFEDIPINE ER 90MG TABLET,NIFEDIPINE 90MG ORAL,86
803,QC IBUPROFEN 200MG SOFTGEL,IBUPROFEN 200MG ORAL,86
804,TRIAMINIC DAYTIME COLD-COUGH,,-1
805,TRI-MILI 28 TABLET,,-1
806,ARIPIPRAZOLE 10MG TABLET,ARIPIPRAZOLE 10MG ORAL,87
807,LOPREEZA 0.5MG-0.1MG TABLET,,-1
808,PAROXETINE HCL 30MG TABLET,,-1
809,DARIFENACIN ER 15MG TABLET,,-1
810,CHILD PAIN-FEVER 160MG/5ML,,-1
811,VALSARTAN 160MG TABLET,VALSARTAN 160MG ORAL,86
812,DOCU LIQUID 50MG/5ML,,-1
813,IBUPROFEN 600MG TABLET,IBUPROFEN 600MG ORAL,86
814,MIRTAZAPINE 7.5MG TABLET,MIRTAZAPINE 7.5MG ORAL,87
815,WARFARIN SODIUM 4MG TABLET,WARFARIN SODIUM 4MG ORAL,88
816,AMETHIA 0.15-0.03-0.01MG TABLET,,-1
817,VALACYCLOVIR HCL 1 GRAM TABLET,,-1
818,SB ASPIRIN 325MG TABLET,,-1
819,OXYBUTYNIN CL ER 10MG TABLET,,-1
820,AMITIZA 24MCG CAPSULES,,-1
821,DILTIAZEM 24HR ER 180MG CAP,,-1
822,DULOXETINE HCL DR 30MG CAP,,-1
823,AMLODIPINE-BENAZEPRIL 10-20MG,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 5MG BASE;20MG ORAL,95
824,QUDEXY XR 150MG CAPSULE,QUDEXY XR 150MG ORAL,86
825,CENTRATEX CAPSULE,,-1
826,LEVOTHYROXINE 50MCG TABLET,,-1
827,FENTANYL 12MCG/HR PATCH,,-1
828,TEMAZEPAM 30MG CAPSULE,,-1
829,QUETIAPINE FUMARATE 50MG TABLET,QUETIAPINE FUMARATE EQ 50MG BASE ORAL,87
830,OXYCODONE HCL ER 10MG TABLET,,-1
831,GLYBURIDE 5MG TABLET,,-1
832,OLANZAPINE ODT 10MG TABLET,OLANZAPINE 10MG ORAL,86
833,ACID REDUCER COMPLETE TAB CHEWABLE,,-1
834,KADIAN ER 100MG CAPSULE,,-1
835,ARIPIPRAZOLE 20MG TABLET,ARIPIPRAZOLE 20MG ORAL,87
836,GLIMEPIRIDE 1MG TABLET,GLIMEPIRIDE 1MG ORAL,86
837,REPAGLINIDE 0.5MG TABLET,REPAGLINIDE 0.5MG ORAL,87
838,METRONIDAZOLE 500MG TABLET,METRONIDAZOLE 500MG ORAL,88
839,HM ALLERGY RELIEF 25MG CAP,,-1
840,AMLODIPINE-VALSARTAN 5-160MG,AMLODIPINE BESYLATE AND VALSARTAN EQ 5MG BASE;160MG ORAL,96
841,PEG 3350-ELECTROLYTE SOLUTION,,-1
842,GLIPIZIDE ER 5MG TABLET,,-1
843,LOSARTAN POTASSIUM 25MG TABLET,LOSARTAN POTASSIUM 25MG ORAL,90
844,METHYLPHENIDATE 5MG TABLET,,-1
845,DESIPRAMINE 10MG TABLET,,-1
846,PRAMIPEXOLE 0.75MG TABLET,,-1
847,ALPRAZOLAM 0.25MG TABLET,ALPRAZOLAM 0.25MG ORAL,87
848,OLMESARTAN MEDOXOMIL 5MG TABLET,OLMESARTAN MEDOXOMIL 5MG ORAL,91
849,OLMESARTAN-HYDROCHLOROTHIAZIDE 40-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
850,PROCHLORPERAZINE 10MG TABLET,PROCHLORPERAZINE EQ 10MG BASE/ML ORAL,86
851,URSODIOL 300MG CAPSULE,,-1
852,ASPIRIN EC 325MG TABLET,,-1
853,CALCIUM ACETATE 667MG CAPSULE,CALCIUM ACETATE 667MG ORAL,89
854,TESTOSTERONE 50MG/5 GRAM PKT,,-1
855,OLANZAPINE 5MG TABLET,,-1
856,VENLAFAXINE HCL 50MG TABLET,,-1
857,ROSUVASTATIN CALCIUM 20MG TABLET,ROSUVASTATIN CALCIUM 20MG ORAL,91
858,IMATINIB MESYLATE 400MG TABLET,IMATINIB MESYLATE EQ 400MG BASE ORAL,87
859,ATENOLOL 50MG TABLET,,-1
860,PIROXICAM 20MG CAPSULE,,-1
861,CITALOPRAM HBR 40MG TABLET,,-1
862,ALENDRONATE SODIUM 35MG TABLET,ALENDRONATE SODIUM EQ 35MG BASE ORAL,87
863,DILTIAZEM 24HR ER 120MG CAP,,-1
864,LAMOTRIGINE 25MG TABLET,LAMOTRIGINE 25MG ORAL,86
865,GLYBURIDE 5MG TABLET,,-1
866,CLONIDINE HCL ER 0.1MG TABLET,,-1
867,FENOFIBRATE 130MG CAPSULE,FENOFIBRATE 130MG ORAL,87
868,OXYCODONE-ACETAMINOPHEN 7.5-325MG TABLET,OXYCODONE AND ACETAMINOPHEN 325MG;7.5MG ORAL,87
869,OLMESARTAN-HYDROCHLOROTHIAZIDE 40-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
870,QUETIAPINE FUMARATE 200MG TABLET,QUETIAPINE FUMARATE EQ 200MG BASE ORAL,88
871,OMEPRAZOLE DR 20MG CAPSULE,OMEPRAZOLE 20MG ORAL,86
872,JUBLIA 10% TOPICAL SOLUTION,JUBLIA 10% TOPICAL,100
873,MONTELUKAST SOD 5MG TAB CHEWABLE,,-1
874,CYCLOBENZAPRINE 10MG TABLET,,-1
875,METFORMIN HCL 500MG TABLET,,-1
876,DULOXETINE HCL DR 60MG CAP,,-1
877,HM ALLERGY RELIEF 50MCG SPRAY,,-1
878,LOSARTAN POTASSIUM 50MG TABLET,LOSARTAN POTASSIUM 50MG ORAL,90
879,HEMORRHOIDAL OINTMENT,,-1
880,SPIRONOLACTONE 50MG TABLET,SPIRONOLACTONE 50MG ORAL,88
881,ESTRADIOL 2MG TABLET,,-1
882,BYDUREON 2MG PEN INJECT,,-1
883,NAPROXEN 250MG TABLET,,-1
884,MELOXICAM 15MG TABLET,,-1
885,LOSARTAN-HYDROCHLOROTHIAZIDE 100-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
886,SILDENAFIL 50MG TABLET,,-1
887,DEXTROAMPHETAMINE 5MG/5ML,DEXTROAMPHETAMINE SULFATE 5MG/5ML ORAL,100
888,MUSCLE RUB CREAM,,-1
889,METRONIDAZOLE 500MG TABLET,METRONIDAZOLE 500MG ORAL,88
890,RISPERIDONE 4MG TABLET,RISPERIDONE 4MG ORAL,86
891,PROPRANOLOL 20MG/5ML SOLUTION,,-1
892,LEVEMIR FLEXTOUCH 100 UNITS/ML,LEVEMIR FLEXTOUCH 300 UNITS/3ML (100 UNITS/ML) SUBCUTANEOUS,100
893,DIAZEPAM 20MG RECTAL GEL SYST,,-1
894,MORPHINE SULF 100MG/5ML (20MG/ML) SOLUTION,,-1
895,CLOBETASOL EMOLLIENT 0.05% CREAM,CLOBETASOL PROPIONATE (EMOLLIENT) 0.05% TOPICAL,89
896,ADZENYS XR-ODT 9.4MG TABLET,,-1
897,VESICARE 5MG TABLET,,-1
898,DESOXIMETASONE 0.25% CREAM,DESOXIMETASONE 0.25% TOPICAL,86
899,MODAFINIL 100MG TABLET,MODAFINIL 100MG ORAL,86
900,CARISOPRODOL 350MG TABLET,CARISOPRODOL 350MG ORAL,88
901,ACYCLOVIR 200MG CAPSULE,ACYCLOVIR 200MG ORAL,86
902,SM STOOL SOFTENER 100MG SFTGL,,-1
903,CLARAVIS 40MG CAPSULE,,-1
904,"CREON DR 6,000 UNITS CAPSULE",,-1
905,ORTHO MICRONOR 0.35MG TABLET,,-1
906,IBUPROFEN 200MG TABLET,IBUPROFEN 200MG ORAL,86
907,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
908,FENTANYL 75MCG/HR PATCH,,-1
909,MODAFINIL 100MG TABLET,MODAFINIL 100MG ORAL,86
910,HYDROCHLOROTHIAZIDE 50MG TABLET,HYDROCHLOROTHIAZIDE 50MG ORAL,91
911,CLOBETASOL EMOLLIENT 0.05% CREAM,CLOBETASOL PROPIONATE (EMOLLIENT) 0.05% TOPICAL,89
912,PROPRANOLOL 40MG TABLET,,-1
913,CLOPIDOGREL 75MG TABLET,,-1
914,CLARITHROMYCIN 250MG TABLET,CLARITHROMYCIN 250MG ORAL,89
915,LOVASTATIN 10MG TABLET,LOVASTATIN 10MG ORAL,86
916,TIZANIDINE HCL 2MG TABLET,,-1
917,SM IBUPROFEN IB 200MG CAPLET,IBUPROFEN 200MG ORAL,86
918,CLOBETASOL 0.05% OINTMENT,,-1
919,METOLAZONE 5MG TABLET,,-1
920,ASPIRIN 325MG TABLET,,-1
921,RISPERIDONE 0.25MG TABLET,RISPERIDONE 0.25MG ORAL,88
922,HISTEX PD 0.938MG/ML DROP,,-1
923,NITROFURANTOIN MCR 100MG CAP,NITROFURANTOIN 100MG ORAL,89
924,BUTALB-ACETAMINOPHEN-CAFF 50-325-40 TABLET,,-1
925,MYCOPHENOLIC ACID DR 360MG TB,MYCOPHENOLIC ACID 360MG ORAL,90
926,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
927,MEMANTINE HCL 5MG TABLET,,-1
928,HM BACITRACIN ZN 500 UNIT/GM,,-1
929,NIFEDIPINE ER 30MG TABLET,NIFEDIPINE 30MG ORAL,86
930,LANSOPRAZOLE DR 15MG CAPSULE,LANSOPRAZOLE 15MG ORAL,87
931,HM ADV ANTACID-ANTIGAS SUSP,,-1
932,ARTHRITIS PAIN ER 650MG CAPLT,,-1
933,LOSARTAN-HYDROCHLOROTHIAZIDE 100-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
934,BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
935,GALANTAMINE HBR 8MG TABLET,,-1
936,SUMATRIPTAN 5MG NASAL SPRAY,SUMATRIPTAN 5MG/SPRAY NASAL,100
937,AMLODIPINE BESYLATE 10MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
938,TOLTERODINE TARTRATE 2MG TABLET,TOLTERODINE TARTRATE 2MG ORAL,91
939,ALPRAZOLAM 1MG TABLET,,-1
940,PHENOBARBITAL 15MG TABLET,,-1
941,"METFORMIN HCL 1,000MG TABLET",,-1
942,CLEARLAX POWDER,,-1
943,GUANFACINE HCL ER 2MG TABLET,,-1
944,CHILD'S MUCINEX COLD-CGH-SORE,,-1
945,NASAL DECONGESTANT(PSEUDOEPHEDRINE)30MG/5ML,,-1
946,OB COMPLETE ONE SOFTGEL,,-1
947,"SYNJARDY XR 25-1,000MG TABLET",,-1
948,ZYPREXA 10MG TABLET,,-1
949,MICONAZORB AF 2% POWDER,,-1
950,ECONAZOLE NITRATE 1% CREAM,ECONAZOLE NITRATE 1% TOPICAL,86
951,LISINOPRIL 10MG TABLET,LISINOPRIL 10MG ORAL,86
952,GABAPENTIN 400MG CAPSULE,GABAPENTIN 400MG ORAL,86
953,PIROXICAM 20MG CAPSULE,,-1
954,MICONAZOLE 100MG VAG SUPP,,-1
955,MIRTAZAPINE 7.5MG TABLET,MIRTAZAPINE 7.5MG ORAL,87
956,"VITAMIN D2 1.25MG(50,000 UNIT)",,-1
957,PROMETHAZINE-DM SOLUTION,,-1
958,OLMESARTAN MEDOXOMIL 20MG TABLET,OLMESARTAN MEDOXOMIL 20MG ORAL,91
959,MONTELUKAST SOD 4MG TAB CHEWABLE,,-1
960,ZUBSOLV 2.9-0.71MG TABLET SUB-LINGUAL,,-1
961,MIRTAZAPINE 45MG ODT,MIRTAZAPINE 45MG ORAL,89
962,GABAPENTIN 800MG TABLET,GABAPENTIN 800MG ORAL,86
963,CAPTOPRIL 100MG TABLET,CAPTOPRIL 100MG ORAL,86
964,CLOTRIMAZOLE-BETAMETHASONE CREAM,CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE EQ 0.05% BASE;1% TOPICAL,90
965,OLANZAPINE 7.5MG TABLET,OLANZAPINE 7.5MG ORAL,86
966,LEVALBUTEROL 0.63MG/3ML SOLUTION,,-1
967,ECONAZOLE NITRATE 1% CREAM,ECONAZOLE NITRATE 1% TOPICAL,86
968,PHARBETOL 500MG TABLET,,-1
969,AMLODIPINE BESYLATE 10MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
970,MELOXICAM 7.5MG TABLET,MELOXICAM 7.5MG ORAL,86
971,FLUPHENAZINE DEC 125MG/5ML,,-1
972,ALLOPURINOL 300MG TABLET,ALLOPURINOL 300MG ORAL,87
973,"CREON DR 3,000 UNITS CAPSULE",,-1
974,LISINOPRIL-HYDROCHLOROTHIAZIDE 20-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
975,ALENDRONATE SODIUM 35MG TABLET,ALENDRONATE SODIUM EQ 35MG BASE ORAL,87
976,AMLODIPINE BESYLATE 2.5MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,88
977,"METFORMIN ER 1,000MG OSM-TAB",,-1
978,"LANTHANUM CARB 1,000MG TB CHEWABLE",,-1
979,TRIAMCINOLONE 0.1% CREAM,,-1
980,OLMESARTAN-HYDROCHLOROTHIAZIDE 40-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
981,CARBAMAZEPINE 200MG TABLET,CARBAMAZEPINE 200MG ORAL,88
982,TRIAMCINOLONE 0.025% CREAM,TRIAMCINOLONE ACETONIDE 0.025% TOPICAL,86
983,METRONIDAZOLE 250MG TABLET,METRONIDAZOLE 250MG ORAL,88
984,AIMOVIG (70MG/ML) 140MG DOSE - 2 AUTOINJECTORS,,-1
985,ROSUVASTATIN CALCIUM 5MG TABLET,ROSUVASTATIN CALCIUM 5MG ORAL,91
986,METFORMIN HCL 500MG TABLET,,-1
987,CANDESARTAN CILEXETIL 16MG TB,CANDESARTAN CILEXETIL 16MG ORAL,95
988,AMLODIPINE-VALSARTAN 10-320MG,AMLODIPINE BESYLATE AND VALSARTAN EQ 5MG BASE;320MG ORAL,95
989,AMITRIPTYLINE HCL 25MG TABLET,,-1
990,CARVEDILOL 3.125MG TABLET,CARVEDILOL 3.125MG ORAL,88
991,DULOXETINE HCL DR 30MG CAP,,-1
992,MORPHINE SULF ER 60MG TABLET,,-1
993,LOVASTATIN 40MG TABLET,LOVASTATIN 40MG ORAL,86
994,LISINOPRIL 10MG TABLET,LISINOPRIL 10MG ORAL,86
995,HYDROCORTISONE 2.5% CREAM,HYDROCORTISONE 2.5% TOPICAL,86
996,NIZATIDINE 300MG CAPSULE,NIZATIDINE 300MG ORAL,86
997,LORAZEPAM 1MG TABLET,,-1
998,DIVALPROEX SOD DR 250MG TABLET,,-1
