,ndc_description,ndc_description_agg,score
795,METOLAZONE 10MG TABLET,METOLAZONE 10MG ORAL,86
796,QC ALL DAY ALLERGY 10MG TABLET,,-1
797,FELODIPINE ER 2.5MG TABLET,FELODIPINE 2.5MG ORAL,86
798,VALSARTAN-HYDROCHLOROTHIAZIDE 160-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
799,PREDNISONE 20MG TABLET,PREDNISONE 20MG ORAL,86
800,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25MG TABLET,HYDROCHLOROTHIAZIDE 25MG ORAL,91
801,DANTROLENE SODIUM 50MG CAP,DANTROLENE SODIUM 50MG ORAL,92
802,ESOMEPRAZOLE MAG DR 20MG CAP,,-1
803,MISOPROSTOL 100MCG TABLET,,-1
804,RIVASTIGMINE 13.3MG/24HR PTCH,RIVASTIGMINE 13.3MG/24HR TRANSDERMAL,91
805,CHEST CONGESTION PLUS DM TABLET,,-1
806,HYDROXYZINE PAM 25MG CAP,,-1
807,PREVALITE PACKET,PREVALITE EQ 4GM RESIN/PACKET ORAL,100
808,CITALOPRAM HBR 10MG/5ML SOLUTION,,-1
809,CLONAZEPAM 2MG ODT,CLONAZEPAM 2MG ORAL,88
810,DESVENLAFAXINE SUC ER 100MG,DESVENLAFAXINE 100MG ORAL,89
811,DUTASTERIDE 0.5MG CAPSULE,DUTASTERIDE 0.5MG ORAL,87
812,OXYCODONE-ACETAMINOPHEN 5-325MG TABLET,OXYCODONE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL,87
813,FLUCONAZOLE 100MG TABLET,FLUCONAZOLE 100MG ORAL,87
814,C-NATE DHA SOFTGEL,,-1
815,PREDNISOLONE AC 1% EYE DROP,,-1
816,GABAPENTIN 400MG CAPSULE,GABAPENTIN 400MG ORAL,86
817,PANTOPRAZOLE SOD DR 20MG TABLET,,-1
818,QUINAPRIL-HYDROCHLOROTHIAZIDE 20-12.5MG TABLET,HYDROCHLOROTHIAZIDE 12.5MG ORAL,91
819,OLMESARTAN MEDOXOMIL 40MG TABLET,OLMESARTAN MEDOXOMIL 40MG ORAL,91
820,TRI-LO-SPRINTEC TABLET,,-1
821,OLMESARTAN MEDOXOMIL 5MG TABLET,OLMESARTAN MEDOXOMIL 5MG ORAL,91
822,FLUTICASONE PROP 0.05% CREAM,,-1
823,NABUMETONE 500MG TABLET,NABUMETONE 500MG ORAL,86
824,LOSARTAN POTASSIUM 50MG TABLET,LOSARTAN POTASSIUM 50MG ORAL,90
825,HALOPERIDOL 20MG TABLET,HALOPERIDOL 20MG ORAL,86
826,DICYCLOMINE 10MG CAPSULE,,-1
827,"TESTOSTERON ENAN 1,000MG/5ML",,-1
828,POLYETHYLENE GLYCOL 3350 POWD,POLYETHYLENE GLYCOL 3350 17GM/SCOOPFUL ORAL,91
829,MYCOPHENOLATE 500MG TABLET,,-1
830,SYSTANE ULTRA 0.4-0.3% EYE DRP,,-1
831,RISPERIDONE 4MG TABLET,RISPERIDONE 4MG ORAL,86
832,NIFEDIPINE ER 60MG TABLET,NIFEDIPINE 60MG ORAL,86
833,KENALOG-10 10MG/ML VIAL,KENALOG-10 10MG/ML INJECTION,88
834,CITALOPRAM HBR 20MG TABLET,,-1
835,SOLODYN ER 80MG TABLET,,-1
836,NICOTINE 4MG LOZENGE,,-1
837,DIVALPROEX SOD DR 500MG TABLET,,-1
838,GABAPENTIN 800MG TABLET,GABAPENTIN 800MG ORAL,86
839,ARIPIPRAZOLE 15MG TABLET,ARIPIPRAZOLE 15MG ORAL,87
840,SM ACID REDUCER 20MG TABLET,,-1
841,IBUPROFEN PM CAPLET,,-1
842,ARIPIPRAZOLE 20MG TABLET,ARIPIPRAZOLE 20MG ORAL,87
843,MODAFINIL 200MG TABLET,MODAFINIL 200MG ORAL,86
844,CLOTRIMAZOLE 1% CREAM,,-1
845,PANOXYL 10% ACNE FOAMING WASH,,-1
846,ROPINIROLE HCL 5MG TABLET,,-1
847,ISOSORBIDE MONONIT ER 60MG TB,,-1
848,PAROXETINE HCL 20MG TABLET,,-1
849,REPAGLINIDE 2MG TABLET,REPAGLINIDE 2MG ORAL,86
850,AMOXICILLIN 500MG CAPSULE,AMOXICILLIN 500MG ORAL,87
851,NADOLOL 20MG TABLET,,-1
852,ARIPIPRAZOLE 15MG TABLET,ARIPIPRAZOLE 15MG ORAL,87
853,DIPHENHYDRAMINE 50MG CAPSULE,,-1
854,JANUVIA 100MG TABLET,,-1
855,AMITRIPTYLINE HCL 100MG TABLET,,-1
856,MINOCYCLINE HCL 50MG TABLET,,-1
857,FELODIPINE ER 10MG TABLET,FELODIPINE 10MG ORAL,86
858,CLINDAMYCIN HCL 150MG CAPSULE,,-1
859,SUMATRIPTAN SUCC 100MG TABLET,,-1
860,SILENOR 3MG TABLET,,-1
861,BETAMETHASONE DP 0.05% CREAM,,-1
862,OLANZAPINE 15MG TABLET,OLANZAPINE 15MG ORAL,86
863,CELECOXIB 100MG CAPSULE,CELECOXIB 100MG ORAL,86
864,ENALAPRIL MALEATE 10MG TABLET,ENALAPRIL MALEATE 10MG ORAL,90
865,NABUMETONE 500MG TABLET,NABUMETONE 500MG ORAL,86
866,MEMANTINE HCL 10MG TABLET,,-1
867,HYDROXYZINE HCL 10MG TABLET,,-1
868,DILTIAZEM 24HR ER 180MG CAP,,-1
869,ALL DAY PAIN RLF 220MG CAPLET,,-1
870,FLUOXETINE HCL 20MG CAPSULE,,-1
871,NITROGLYCERIN 0.4MG TABLET SUB-LINGUAL,,-1
872,TOLTERODINE TART ER 4MG CAP,,-1
873,SM ACID REDUCER 20MG TABLET,,-1
874,TAZTIA XT 240MG CAPSULE,TAZTIA XT 240MG ORAL,86
875,ARIPIPRAZOLE 20MG TABLET,ARIPIPRAZOLE 20MG ORAL,87
876,SM SLEEP AID 25MG TABLET,,-1
877,CETIRIZINE HCL 1MG/ML SYRUP,,-1
878,TELMISARTAN 80MG TABLET,TELMISARTAN 80MG ORAL,86
879,SOTALOL 80MG TABLET,,-1
880,CARBIDOPA-LEVODOPA 25-100 TABLET,,-1
881,TERBINAFINE HCL 250MG TABLET,,-1
882,CEPHALEXIN 125MG/5ML SUSP,CEPHALEXIN EQ 125MG BASE/5ML ORAL,89
883,ARMODAFINIL 50MG TABLET,ARMODAFINIL 50MG ORAL,86
884,DULOXETINE HCL DR 60MG CAP,,-1
885,ENTACAPONE 200MG TABLET,ENTACAPONE 200MG ORAL,86
886,LIDOCAINE HCL 4% SOLUTION,,-1
887,GLYBURIDE 2.5MG TABLET,GLYBURIDE 2.5MG ORAL,86
888,HYDROCODONE-ACETAMINOPHEN 7.5-325MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 325MG/15ML;7.5MG/15ML ORAL,88
889,OLANZAPINE ODT 20MG TABLET,OLANZAPINE 20MG ORAL,86
890,TACROLIMUS 0.5MG CAPSULE,,-1
891,ATOMOXETINE HCL 60MG CAPSULE,,-1
892,NASAL DECONGESTANT 0.05% SPRAY,,-1
893,URSODIOL 250MG TABLET,,-1
894,LINEZOLID 600MG TABLET,LINEZOLID 600MG ORAL,86
895,HYDROCODONE-ACETAMINOPHEN 10-300MG TABLET,HYDROCODONE BITARTRATE AND ACETAMINOPHEN 300MG/15ML;10MG/15ML ORAL,86
896,FETZIMA 20-40MG TITRATION PAK,,-1
897,TEMAZEPAM 7.5MG CAPSULE,TEMAZEPAM 7.5MG ORAL,86
898,EPINEPHRINE 0.3MG AUTO-INJECT,,-1
899,OXAZEPAM 30MG CAPSULE,,-1
900,RAMIPRIL 5MG CAPSULE,,-1
901,DONEPEZIL HCL 10MG TABLET,,-1
902,COUMADIN 2MG TABLET,,-1
903,DYANAVEL XR 2.5MG/ML SUSP,DYANAVEL XR EQ 2.5MG BASE/ML ORAL,89
904,CHILD PAIN-FEVER 160MG/5ML,,-1
905,NAPROXEN SODIUM 220MG TABLET,NAPROXEN SODIUM AND PSEUDOEPHEDRINE HYDROCHLORIDE EQ 220MG BASE;120MG ORAL,86
906,TRANDOLAPRIL 4MG TABLET,TRANDOLAPRIL 4MG ORAL,86
907,FLUOCINONIDE 0.05% GEL,FLUOCINONIDE 0.05% TOPICAL,89
908,NORETHIND-ETH ESTRAD 0.5-2.5,,-1
909,FAMCICLOVIR 250MG TABLET,FAMCICLOVIR 250MG ORAL,87
910,RISPERIDONE 0.5MG TABLET,RISPERIDONE 0.5MG ORAL,87
911,MEMANTINE HCL 10MG TABLET,,-1
912,OLOPATADINE HCL 0.2% EYE DROP,,-1
913,ALLERGY RELIEF 10MG TABLET,,-1
914,METRONIDAZOLE 250MG TABLET,METRONIDAZOLE 250MG ORAL,88
915,OLANZAPINE ODT 5MG TABLET,,-1
916,ENOXAPARIN 120MG/0.8ML SYRINGE,,-1
917,VALACYCLOVIR HCL 500MG TABLET,,-1
918,AMLODIPINE BESYLATE 10MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
919,DILTIAZEM 24HR ER 180MG CAP,,-1
920,VERAPAMIL ER 180MG TABLET,,-1
921,DILTIAZEM 24HR ER 120MG CAP,,-1
922,VERAPAMIL ER PM 100MG CAPSULE,,-1
923,METFORMIN HCL ER 750MG TABLET,,-1
924,SPIRONOLACTONE 25MG TABLET,SPIRONOLACTONE 25MG ORAL,88
925,ATENOLOL 25MG TABLET,,-1
926,HYOSCYAMINE 0.125MG ODT,,-1
927,QUETIAPINE FUMARATE 200MG TABLET,QUETIAPINE FUMARATE EQ 200MG BASE ORAL,88
928,COUMADIN 4MG TABLET,,-1
929,KELNOR 1-35 28 TABLET,,-1
930,LANSOPRAZOLE DR 30MG CAPSULE,LANSOPRAZOLE 30MG ORAL,87
931,MONTELUKAST SOD 10MG TABLET,,-1
932,DIPHENHYDRAMINE 50MG/ML VIAL,DIPHENHYDRAMINE HYDROCHLORIDE 50MG/ML INJECTION,90
933,PIOGLITAZONE HCL 45MG TABLET,,-1
934,SM MOTION SICKNESS 50MG TABLET,,-1
935,DIAZEPAM 10MG RECTAL GEL SYST,,-1
936,AMITRIPTYLINE HCL 50MG TABLET,,-1
937,EPINEPHRINE 0.15MG AUTO-INJCT,,-1
938,DILANTIN 50MG INFATAB,,-1
939,PSEUDOEPHEDRINE 30MG TABLET,,-1
940,CARBIDOPA 25MG TABLET,,-1
941,CHLO HIST ORAL SOLUTION,,-1
942,MAPAP SINUS CAPLET,,-1
943,LISINOPRIL 5MG TABLET,,-1
944,"NYSTATIN 100,000 UNIT/GM CREAM","NYSTATIN 100,000 UNITS/GM TOPICAL",86
945,VALACYCLOVIR HCL 1 GRAM TABLET,,-1
946,TAMSULOSIN HCL 0.4MG CAPSULE,,-1
947,MATZIM LA 240MG TABLET,,-1
948,PRAMIPEXOLE ER 1.5MG TABLET,,-1
949,MICROGESTIN 21 1.5-30 TABLET,MICROGESTIN 1.5/30 0.03MG;1.5MG ORAL-21,86
950,CLOPIDOGREL 75MG TABLET,,-1
951,OXYCODONE-ACETAMINOPHEN 5-325MG TABLET,OXYCODONE AND ACETAMINOPHEN 325MG/5ML;5MG/5ML ORAL,87
952,BUPROPION HCL XL 300MG TABLET,,-1
953,HYDROCHLOROTHIAZIDE 50MG TABLET,HYDROCHLOROTHIAZIDE 50MG ORAL,91
954,DOFETILIDE 250MCG CAPSULE,,-1
955,CYCLOPENTOLATE 1% EYE DROPS,,-1
956,ACYCLOVIR 200MG CAPSULE,ACYCLOVIR 200MG ORAL,86
957,CITALOPRAM HBR 20MG TABLET,,-1
958,LOSARTAN POTASSIUM 25MG TABLET,LOSARTAN POTASSIUM 25MG ORAL,90
959,EMEND 40MG CAPSULE,,-1
960,AMITRIPTYLINE HCL 25MG TABLET,,-1
961,ALCLOMETASONE DIPR 0.05% OINT,,-1
962,PALIPERIDONE ER 3MG TABLET,PALIPERIDONE 3MG ORAL,86
963,TOPIRAMATE 50MG TABLET,TOPIRAMATE 50MG ORAL,86
964,OXYBUTYNIN CL ER 15MG TABLET,,-1
965,SULINDAC 200MG TABLET,,-1
966,DEPO-MEDROL 80MG/ML VIAL,DEPO-MEDROL 80MG/ML INJECTION,88
967,ACETAMINOPHEN 500MG TABLET,,-1
968,BETAMETHASONE VA 0.1% CREAM,,-1
969,OLOPATADINE HCL 0.2% EYE DROP,,-1
970,"NYSTATIN 500,000 UNIT ORAL TABLET","NYSTATIN 500,000 UNITS ORAL",88
971,CARVEDILOL 25MG TABLET,CARVEDILOL 25MG ORAL,86
972,BROMOCRIPTINE 2.5MG TABLET,,-1
973,ALENDRONATE SODIUM 5MG TABLET,ALENDRONATE SODIUM EQ 5MG BASE ORAL,86
974,ALYACEN 1-35 28 TABLET,,-1
975,CITALOPRAM HBR 40MG TABLET,,-1
976,PRAZOSIN 2MG CAPSULE,,-1
977,VALSARTAN 320MG TABLET,VALSARTAN 320MG ORAL,86
978,ESTRACE 2MG TABLET,,-1
979,POTASSIUM CIT-CITRIC ACID SOLUTION,,-1
980,QUILLIVANT XR 25MG/5ML SUSP,,-1
981,ATORVASTATIN 80MG TABLET,,-1
982,CITALOPRAM HBR 40MG TABLET,,-1
983,LOSARTAN POTASSIUM 100MG TABLET,LOSARTAN POTASSIUM 100MG ORAL,91
984,CARVEDILOL 3.125MG TABLET,CARVEDILOL 3.125MG ORAL,88
985,METRONIDAZOLE TOPICAL 1% GEL,METRONIDAZOLE 1% TOPICAL,100
986,DOXYCYCLINE HYCLATE 100MG TABLET,DOXYCYCLINE HYCLATE EQ 100MG BASE ORAL,88
987,LANSOPRAZOLE DR 15MG CAPSULE,LANSOPRAZOLE 15MG ORAL,87
988,NEXIUM DR 2.5MG PACKET,NEXIUM EQ 2.5MG BASE/PACKET ORAL,93
989,ATENOLOL 50MG TABLET,,-1
990,ASPIRIN EC 81MG TABLET,,-1
991,NORCO 7.5-325 TABLET,,-1
992,AMLODIPINE BESYLATE 10MG TABLET,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE EQ 2.5MG BASE;10MG ORAL,87
993,IMIQUIMOD 5% CREAM PACKET,,-1
994,MEFENAMIC ACID 250MG CAPSULE,MEFENAMIC ACID 250MG ORAL,89
995,PALIPERIDONE ER 3MG TABLET,PALIPERIDONE 3MG ORAL,86
996,BENZPHETAMINE HCL 50MG TABLET,,-1
997,HM Z-SLEEP 25MG SOFTGEL,,-1
998,METOPROLOL TARTRATE 25MG TABLET,METOPROLOL TARTRATE 25MG ORAL,91
